First,Last,RookieYear,Brand,Year,CardNumber
Willie,Mays,,Topps,1970,600
Pete,Richert,,Topps,1970,601
Ted,Savage,,Topps,1970,602
Ray,Oyler,,Topps,1970,603
Cito,Gaston,,Topps,1970,604
Rick,Wise,,Topps,1970,605
Chico,Ruiz,,Topps,1970,606
Gary,Waslewski,,Topps,1970,607
Buck,Martinez,1970,Topps,1970,609
Jerry,Koosman,,Topps,1970,610
Norm,Cash,,Topps,1970,611
Jim,Hickman,,Topps,1970,612
Dave,Baldwin,,Topps,1970,613
Mike,Shannon,,Topps,1970,614
Mark,Belanger,,Topps,1970,615
Jim,Merritt,,Topps,1970,616
Jim,French,,Topps,1970,617
Billy,Wynne,1970,Topps,1970,618
Norm,Miller,,Topps,1970,619
Jim,Perry,,Topps,1970,620
Darrell,Evans,,Topps,1970,621
Don,Sutton,,Topps,1970,622
Horace,Clarke,,Topps,1970,623
Clyde,King,,Topps,1970,624
Dean,Chance,,Topps,1970,625
Dave,Ricketts,,Topps,1970,626
Gary,Wagner,,Topps,1970,627
Wayne,Garrett,,Topps,1970,628
Merv,Rettenmund,,Topps,1970,629
Ernie,Banks,,Topps,1970,630
Gary,Sutherland,,Topps,1970,632
Roger,Nelson,,Topps,1970,633
Bud,Harrelson,,Topps,1970,634
Bob,Allison,,Topps,1970,635
Jim,Stewart,,Topps,1970,636
Frank,Bertaina,,Topps,1970,638
Dave,Campbell,,Topps,1970,639
Al,Kaline,,Topps,1970,640
Al,McBean,,Topps,1970,641
Angels,Rookies,,Topps,1970,642
Jose,Pagan,,Topps,1970,643
Gerry,Nyman,,Topps,1970,644
Don,Money,,Topps,1970,645
Jim,Britton,,Topps,1970,646
Tom,Matchick,,Topps,1970,647
Larry,Haney,,Topps,1970,648
Jimmie,Hall,,Topps,1970,649
Sam,McDowell,,Topps,1970,650
Jim,Gosger,,Topps,1970,651
Rich,Rollins,,Topps,1970,652
Moe,Drabowsky,,Topps,1970,653
Oscar,Gamble,,Topps,1970,654
John,Roseboro,,Topps,1970,655
Jim,Hardin,,Topps,1970,656
Ken,Tatum,1970,Topps,1970,658
Pete,Ward,,Topps,1970,659
Johnny,Bench,,Topps,1970,660
Jerry,Robertson,,Topps,1970,661
Frank,Lucchesi,1970,Topps,1970,662
Tito,Francona,,Topps,1970,663
Bob,Robertson,,Topps,1970,664
Jim,Lonborg,,Topps,1970,665
Adolpho,Phillips,,Topps,1970,666
Bob,Meyer,,Topps,1970,667
Bob,Tillman,,Topps,1970,668
White,Sox Rookies,,Topps,1970,669
Ron,Santo,,Topps,1970,670
Jim,Campanis,,Topps,1970,671
Leon,McFadden,,Topps,1970,672
Ted,Uhlaender,,Topps,1970,673
Dave,Leonhard,,Topps,1970,674
Jose,Cardenal,,Topps,1970,675
Woodie,Fryman,,Topps,1970,677
Dave,Duncan,,Topps,1970,678
Ray,Sadecki,,Topps,1970,679
Rico,Petrocelli,,Topps,1970,680
Bob,Garibaldi,1970,Topps,1970,681
Dalton,Jones,,Topps,1970,682
Hal,McRae,,Topps,1970,683
Jack,Fisher,,Topps,1970,684
Tom,Haller,,Topps,1970,685
Jackie,Hernandez,,Topps,1970,686
Bob,Priddy,,Topps,1970,687
Ted,Kubiak,,Topps,1970,688
Frank,Tepedino,1970,Topps,1970,689
Ron,Fairly,,Topps,1970,690
Joe,Grzenda,,Topps,1970,691
Duffy,Dyer,,Topps,1970,692
Bob,Johnson,,Topps,1970,693
Gary,Ross,,Topps,1970,694
Bobby,Knoop,,Topps,1970,695
Jim,Hannan,,Topps,1970,697
Tom,Tresh,,Topps,1970,698
Hank,Aguirre,,Topps,1970,699
Frank,Robinson,,Topps,1970,700
Jack,Billingham,,Topps,1970,701
AL,Rookies Bob,,Topps,1970,702
Lou,Marone,1970,Topps,1970,703
Frank,Baker,,Topps,1970,704
Tony,Cloninger,,Topps,1970,705
John,McNamara,1970,Topps,1970,706
Kevin,Collins,,Topps,1970,707
Jose,Santiago,,Topps,1970,708
Mike,Fiore,,Topps,1970,709
Felix,Millan,,Topps,1970,710
Ed,Brinkman,,Topps,1970,711
Nolan,Ryan,,Topps,1970,712
Al,Spangler,,Topps,1970,714
Mickey,Lolich,,Topps,1970,715
Cardinals,Rookies,,Topps,1970,716
Tom,Phoebus,,Topps,1970,717
Ed,Spiezio,,Topps,1970,718
Jim,Roland,,Topps,1970,719
Rick,Reichardt,,Topps,1970,720
Dock,Ellis,,Topps,1971,2
Dick,McAuliffe,,Topps,1971,3
Vic,Davalillo,,Topps,1971,4
Thurman,Munson,,Topps,1971,5
Ed,Spiezio,,Topps,1971,6
Jim,Holt,,Topps,1971,7
Mike,McQueen,,Topps,1971,8
George,Scott,,Topps,1971,9
Claude,Osteen,,Topps,1971,10
Elliott,Maddox,,Topps,1971,11
Johnny,Callison,,Topps,1971,12
White,Sox Rookies,,Topps,1971,13
Dave,Concepcion,1971,Topps,1971,14
Andy,Messersmith,,Topps,1971,15
Ken,Singleton,1971,Topps,1971,16
Billy,Sorrell,,Topps,1971,17
Norm,Miller,,Topps,1971,18
Skip,Pitlock,1971,Topps,1971,19
Reggie,Jackson,,Topps,1971,20
Dan,McGinn,,Topps,1971,21
Phil,Roof,,Topps,1971,22
Oscar,Gamble,,Topps,1971,23
Rich,Hand,1971,Topps,1971,24
Cito,Gaston,,Topps,1971,25
Bert,Blyleven,1971,Topps,1971,26
Pirates,Rookies,,Topps,1971,27
Ron,Klimkowski,,Topps,1971,28
Don,Buford,,Topps,1971,29
Phil,Niekro,,Topps,1971,30
Eddie,Kasko,,Topps,1971,31
Jerry,DaVanon,,Topps,1971,32
Del,Unser,,Topps,1971,33
Sandy,Vance,,Topps,1971,34
Lou,Piniella,,Topps,1971,35
Dean,Chance,,Topps,1971,36
Rich,McKinney,1971,Topps,1971,37
Jim,Colborn,1971,Topps,1971,38
RS,- Gene Lamont,1971,Topps,1971,39
Lee,May,,Topps,1971,40
Rick,Austin,,Topps,1971,41
Boots,Day,,Topps,1971,42
Steve,Kealey,,Topps,1971,43
Johnny,Edwards,,Topps,1971,44
Jim,Hunter,,Topps,1971,45
Dave,Campbell,,Topps,1971,46
Johnny,Jeter,,Topps,1971,47
Dave,Baldwin,,Topps,1971,48
Don,Money,,Topps,1971,49
Willie,McCovey,,Topps,1971,50
Steve,Kline,1971,Topps,1971,51
RS,- Earl Williams,1971,Topps,1971,52
Paul,Blair,,Topps,1971,53
Checklist,1,,Topps,1971,54
Steve,Carlton,,Topps,1971,55
Duane,Josephson,,Topps,1971,56
Von,Joshua,1971,Topps,1971,57
Bill,Lee,,Topps,1971,58
Gene,Mauch,,Topps,1971,59
Dick,Bosman,,Topps,1971,60
George,Brunet,,Topps,1971,73
Twins,Rookies,,Topps,1971,74
Gary,Nolan,,Topps,1971,75
Ted,Savage,,Topps,1971,76
Mike,Compton,1971,Topps,1971,77
Jim,Spencer,,Topps,1971,78
Wade,Blasingame,,Topps,1971,79
Bill,Melton,,Topps,1971,80
Felix,Millan,,Topps,1971,81
Casey,Cox,,Topps,1971,82
RS,- Tim Foli,1971,Topps,1971,83
Marcel,Lachemann,1971,Topps,1971,84
Billy,Grabarkewitz,,Topps,1971,85
Mike,Kilkenny,,Topps,1971,86
Jack,Heidemann,,Topps,1971,87
Hal,King,,Topps,1971,88
Ken,Brett,,Topps,1971,89
Joe,Pepitone,,Topps,1971,90
Bob,Lemon,,Topps,1971,91
Fred,Wenz,,Topps,1971,92
Senators,Rookies,,Topps,1971,93
Don,Hahn,1971,Topps,1971,94
Luis,Tiant,,Topps,1971,95
Joe,Hague,,Topps,1971,96
Floyd,Wicker,,Topps,1971,97
Joe,Decker,1971,Topps,1971,98
Mark,Belanger,,Topps,1971,99
Pete,Rose,,Topps,1971,100
Les,Cain,,Topps,1971,101
Astros,Rookies,,Topps,1971,102
Rich,Severson,,Topps,1971,103
Dan,Frisella,,Topps,1971,104
Tony,Conigliaro,,Topps,1971,105
Tom,Dukes,,Topps,1971,106
Roy,Foster,,Topps,1971,107
John,Cumberland,,Topps,1971,108
Steve,Hovley,,Topps,1971,109
Bill,Mazeroski,,Topps,1971,110
Yankee,Rookies,,Topps,1971,111
Manny,Mota,,Topps,1971,112
Jerry,Crider,,Topps,1971,113
Billy,Conigliaro,,Topps,1971,114
Donn,Clendenon,,Topps,1971,115
Ken,Sanders,,Topps,1971,116
Ted,Simmons,1971,Topps,1971,117
Cookie,Rojas,,Topps,1971,118
Frank,Lucchesi,,Topps,1971,119
Willie,Horton,,Topps,1971,120
Cubs,Rookies,,Topps,1971,121
Eddie,Watt,,Topps,1971,122
Checklist,2,,Topps,1971,123A
Checklist,2,,Topps,1971,123B
Don,Gullett,1971,Topps,1971,124
Ray,Fosse,,Topps,1971,125
Danny,Coombs,,Topps,1971,126
Danny,Thompson,1971,Topps,1971,127
Frank,Johnson,,Topps,1971,128
Aurelio,Monteagudo,,Topps,1971,129
Denis,Menke,,Topps,1971,130
Curt,Blefary,,Topps,1971,131
Jose,Laboy,,Topps,1971,132
Mickey,Lolich,,Topps,1971,133
Jose,Arcia,,Topps,1971,134
Rick,Monday,,Topps,1971,135
Duffy,Dyer,,Topps,1971,136
Marcelino,Lopez,,Topps,1971,137
Phillies,Rookies,,Topps,1971,138
Paul,Casanova,,Topps,1971,139
Gaylord,Perry,,Topps,1971,140
Frank,Quilici,,Topps,1971,141
Mack,Jones,,Topps,1971,142
Steve,Blass,,Topps,1971,143
Jackie,Hernandez,,Topps,1971,144
Bill,Singer,,Topps,1971,145
Ralph,Houk,,Topps,1971,146
Bob,Priddy,,Topps,1971,147
John,Mayberry,,Topps,1971,148
Mike,Hershberger,,Topps,1971,149
Sam,McDowell,,Topps,1971,150
Tommy,Davis,,Topps,1971,151
Angels,Rookies,,Topps,1971,152
Gary,Ross,,Topps,1971,153
Cesar,Gutierrez,,Topps,1971,154
Ken,Henderson,,Topps,1971,155
Bart,Johnson,,Topps,1971,156
Bob,Bailey,,Topps,1971,157
Jerry,Reuss,,Topps,1971,158
Jarvis,Tatum,,Topps,1971,159
Tom,Seaver,,Topps,1971,160
Jack,Billingham,,Topps,1971,162
Buck,Martinez,,Topps,1971,163
Reds,Rookies,,Topps,1971,164
Cesar,Tovar,,Topps,1971,165
Joe,Hoerner,,Topps,1971,166
Tom,Grieve,1971,Topps,1971,167
Bruce,Dal Canton,,Topps,1971,168
Ed,Herrmann,,Topps,1971,169
Mike,Cuellar,,Topps,1971,170
Bobby,Wine,,Topps,1971,171
Duke,Sims,,Topps,1971,172
Gil,Garrido,,Topps,1971,173
Dave,LaRoche,1971,Topps,1971,174
Jim,Hickman,,Topps,1971,175
RS,-,,Topps,1971,176
Hal,McRae,,Topps,1971,177
Dave,Duncan,,Topps,1971,178
Mike,Corkins,,Topps,1971,179
Al,Kaline,,Topps,1971,180
Hal,Lanier,,Topps,1971,181
Al,Downing,,Topps,1971,182
Gil,Hodges,,Topps,1971,183
Stan,Bahnsen,,Topps,1971,184
Julian,Javier,,Topps,1971,185
Bob,Spence,,Topps,1971,186
Ted,Abernathy,,Topps,1971,187
George,Mitterwald,,Topps,1971,189
Bob,Tolan,,Topps,1971,190
Mike,Andrews,,Topps,1971,191
Billy,Wilson,,Topps,1971,192
Bob,Grich,1971,Topps,1971,193
Mike,Lum,,Topps,1971,194
AL,Playoff Game 1,,Topps,1971,195
AL,Playoff Game 2,,Topps,1971,196
Jim,Palmer ALCS2,,Topps,1971,197
AL,Playoff Summary,,Topps,1971,198
NL,Playoff Game 1,,Topps,1971,199
NL,Playoff Game 2,,Topps,1971,200
NL,Playoff Game 3,,Topps,1971,201
NL,Playoff Summary,,Topps,1971,202
Larry,Gura,1971,Topps,1971,203
Brewers,Rookies,,Topps,1971,204
Gerry,Moses,,Topps,1971,205
Checklist,3,,Topps,1971,206
Alan,Foster,,Topps,1971,207
Billy,Martin,,Topps,1971,208
Steve,Renko,,Topps,1971,209
Rod,Carew,,Topps,1971,210
Phil,Hennigan,1971,Topps,1971,211
Rich,Hebner,,Topps,1971,212
Frank,Baker,,Topps,1971,213
Al,Ferrara,,Topps,1971,214
Diego,Segui,,Topps,1971,215
Cards,Rookies,,Topps,1971,216
Ed,Stroud,,Topps,1971,217
Tony,Cloninger,,Topps,1971,218
Elrod,Hendricks,,Topps,1971,219
Ron,Santo,,Topps,1971,220
Dave,Morehead,,Topps,1971,221
Bob,Watson,,Topps,1971,222
Cecil,Upshaw,,Topps,1971,223
Alan,Gallagher,1971,Topps,1971,224
Gary,Peters,,Topps,1971,225
Bill,Russell,,Topps,1971,226
Floyd,Weaver,,Topps,1971,227
Wayne,Garrett,,Topps,1971,228
Jim,Hannan,,Topps,1971,229
Willie,Stargell,,Topps,1971,230
RS,-,,Topps,1971,231
John,Strohmayer,1971,Topps,1971,232
Larry,Bowa,,Topps,1971,233
Jim,Lyttle,,Topps,1971,234
Nate,Colbert,,Topps,1971,235
Bob,Humphreys,,Topps,1971,236
RS,-,,Topps,1971,237
Chuck,Dobson,,Topps,1971,238
Red,Schoendienst,,Topps,1971,239
Clyde,Wright,,Topps,1971,240
Dave,Nelson,,Topps,1971,241
Jim,Ray,,Topps,1971,242
Carlos,May,,Topps,1971,243
Bob,Tillman,,Topps,1971,244
Jim,Kaat,,Topps,1971,245
Tony,Taylor,,Topps,1971,246
Royals,Rookies,,Topps,1971,247
Hoyt,Wilhelm,,Topps,1971,248
Chico,Salmon,,Topps,1971,249
Johnny,Bench,,Topps,1971,250
Frank,Reberger,,Topps,1971,251
Eddie,Leon,,Topps,1971,252
Bill,Sudakis,,Topps,1971,253
Cal,Koonce,,Topps,1971,254
Bob,Robertson,,Topps,1971,255
Tony,Gonzalez,,Topps,1971,256
Nelson,Briles,,Topps,1971,257
Dick,Green,,Topps,1971,258
Dave,Marshall,,Topps,1971,259
Tommy,Harper,,Topps,1971,260
Darold,Knowles,,Topps,1971,261
Padres,Rookies,,Topps,1971,262
John,Ellis,,Topps,1971,263
Joe,Morgan,,Topps,1971,264
Jim,Northrup,,Topps,1971,265
Bill,Stoneman,,Topps,1971,266
Rich,Morales,,Topps,1971,267
Philadelphia,Phillies,,Topps,1971,268
Gail,Hopkins,,Topps,1971,269
Rico,Carty,,Topps,1971,270
Bill,Zepp,,Topps,1971,271
Tommy,Helms,,Topps,1971,272
Pete,Richert,,Topps,1971,273
Ron,Slocum,,Topps,1971,274
Vada,Pinson,,Topps,1971,275
RS,-,,Topps,1971,276
Gary,Waslewski,,Topps,1971,277
Jerry,Grote,,Topps,1971,278
Lefty,Phillips,,Topps,1971,279
Ferguson,Jenkins,,Topps,1971,280
Danny,Walton,,Topps,1971,281
Jose,Pagan,,Topps,1971,282
Dick,Such,,Topps,1971,283
Jim,Gosger,,Topps,1971,284
Sal,Bando,,Topps,1971,285
Jerry,McNertney,,Topps,1971,286
Mike,Fiore,,Topps,1971,287
Joe,Moeller,,Topps,1971,288
Chicago,White Sox,,Topps,1971,289
Tony,Oliva,,Topps,1971,290
George,Culver,,Topps,1971,291
Jay,Johnstone,,Topps,1971,292
Pat,Corrales,,Topps,1971,293
Steve,Dunning,1971,Topps,1971,294
Bobby,Bonds,,Topps,1971,295
Tom,Timmermann,,Topps,1971,296
Johnny,Briggs,,Topps,1971,297
Jim,Nelson,1971,Topps,1971,298
Ed,Kirkpatrick,,Topps,1971,299
Brooks,Robinson,,Topps,1971,300
Earl,Wilson,,Topps,1971,301
Phil,Gagliano,,Topps,1971,302
Lindy,McDaniel,,Topps,1971,303
Ron,Brand,,Topps,1971,304
Reggie,Smith,,Topps,1971,305
Jim,Nash,,Topps,1971,306
Don,Wert,,Topps,1971,307
St.,Louis Cardinals,,Topps,1971,308
Dick,Ellsworth,,Topps,1971,309
Tommie,Agee,,Topps,1971,310
Lee,Stange,,Topps,1971,311
Harry,Walker,,Topps,1971,312
Tom,Hall,,Topps,1971,313
Jeff,Torborg,,Topps,1971,314
Ron,Fairly,,Topps,1971,315
Fred,Scherman,1971,Topps,1971,316
Athletic,Rookies,,Topps,1971,317
Rudy,May,,Topps,1971,318
Ty,Cline,,Topps,1971,319
Dave,McNally,,Topps,1971,320
Tom,Matchick,,Topps,1971,321
Jim,Beauchamp,,Topps,1971,322
Billy,Champion,,Topps,1971,323
Graig,Nettles,,Topps,1971,324
Juan,Marichal,,Topps,1971,325
Richie,Scheinblum,,Topps,1971,326
World,Series Game 1,,Topps,1971,327
World,Series Game 2,,Topps,1971,328
Frank,Robinson WS3,,Topps,1971,329
World,Series Game 4,,Topps,1971,330
Brooks,Robinson WS5,,Topps,1971,331
World,Series Summary,,Topps,1971,332
Clay,Kirby,,Topps,1971,333
Roberto,Pena,,Topps,1971,334
Jerry,Koosman,,Topps,1971,335
Detroit,Tigers,,Topps,1971,336
Jesus,Alou,,Topps,1971,337
Gene,Tenace,,Topps,1971,338
Wayne,Simpson,,Topps,1971,339
Rico,Petrocelli,,Topps,1971,340
Steve,Garvey,1971,Topps,1971,341
Frank,Tepedino,,Topps,1971,342
RS,-,,Topps,1971,343
Ellie,Rodriguez,,Topps,1971,344
Joel,Horlen,,Topps,1971,345
Lum,Harris,,Topps,1971,346
Ted,Uhlaender,,Topps,1971,347
Fred,Norman,,Topps,1971,348
Rich,Reese,,Topps,1971,349
Billy,Williams,,Topps,1971,350
Jim,Shellenback,,Topps,1971,351
Denny,Doyle,,Topps,1971,352
Carl,Taylor,,Topps,1971,353
Don,McMahon,,Topps,1971,354
Bud,Harrelson w/Ryan,,Topps,1971,355
Bob,Locker,,Topps,1971,356
Cincinnati,Reds,,Topps,1971,357
Danny,Cater,,Topps,1971,358
Ron,Reed,,Topps,1971,359
Jim,Fregosi,,Topps,1971,360
Don,Sutton,,Topps,1971,361
Orioles,Rookies,,Topps,1971,362
Mike,Nagy,,Topps,1971,363
Tommy,Dean,,Topps,1971,364
Bob,Johnson,,Topps,1971,365
Ron,Stone,,Topps,1971,366
Dalton,Jones,,Topps,1971,367
Bob,Veale,,Topps,1971,368
Checklist,4,,Topps,1971,369
Joe,Torre,,Topps,1971,370
Jack,Hiatt,,Topps,1971,371
Lew,Krausse,,Topps,1971,372
Tom,McCraw,,Topps,1971,373
Clete,Boyer,,Topps,1971,374
Steve,Hargan,,Topps,1971,375
Expos,Rookies,,Topps,1971,376
Greg,Garrett,,Topps,1971,377
Tito,Fuentes,,Topps,1971,378
Wayne,Granger,,Topps,1971,379
Ted,Williams,,Topps,1971,380
Fred,Gladding,,Topps,1971,381
Jake,Gibbs,,Topps,1971,382
Rod,Gaspar,,Topps,1971,383
Rollie,Fingers,,Topps,1971,384
Maury,Wills,,Topps,1971,385
Boston,Red Sox,,Topps,1971,386
Ron,Herbel,,Topps,1971,387
Al,Oliver,,Topps,1971,388
Ed,Brinkman,,Topps,1971,389
Glenn,Beckert,,Topps,1971,390
Twins,Rookies,,Topps,1971,391
Grant,Jackson,,Topps,1971,392
Merv,Rettenmund,,Topps,1971,393
Clay,Carroll,,Topps,1971,394
Roy,White,,Topps,1971,395
Dick,Schofield,,Topps,1971,396
Alvin,Dark,,Topps,1971,397
Howie,Reed,,Topps,1971,398
Jim,French,,Topps,1971,399
Hank,Aaron,,Topps,1971,400
Tom,Murphy,,Topps,1971,401
Los,Angeles Dodgers,,Topps,1971,402
Joe,Coleman,,Topps,1971,403
Astros,Rookies,,Topps,1971,404
Leo,Cardenas,,Topps,1971,405
Ray,Sadecki,,Topps,1971,406
Joe,Rudi,,Topps,1971,407
Rafael,Robles,,Topps,1971,408
Don,Pavletich,,Topps,1971,409
Ken,Holtzman,,Topps,1971,410
George,Spriggs,,Topps,1971,411
Jerry,Johnson,,Topps,1971,412
Pat,Kelly,,Topps,1971,413
Woodie,Fryman,,Topps,1971,414
Mike,Hegan,,Topps,1971,415
Gene,Alley,,Topps,1971,416
Dick,Hall,,Topps,1971,417
Adolfo,Phillips,,Topps,1971,418
Ron,Hansen,,Topps,1971,419
Jim,Merritt,,Topps,1971,420
John,Stephenson,,Topps,1971,421
Frank,Bertaina,,Topps,1971,422
Tigers,Rookies,,Topps,1971,423
Roberto,Rodriquez,,Topps,1971,424
Doug,Rader,,Topps,1971,425
Chris,Cannizzaro,,Topps,1971,426
Bernie,Allen,,Topps,1971,427
Jim,McAndrew,,Topps,1971,428
Chuck,Hinton,,Topps,1971,429
Wes,Parker,,Topps,1971,430
Tom,Burgmeier,,Topps,1971,431
Bob,Didier,,Topps,1971,432
Skip,Lockwood,,Topps,1971,433
Gary,Sutherland,,Topps,1971,434
Jose,Cardenal,,Topps,1971,435
Wilbur,Wood,,Topps,1971,436
Danny,Murtaugh,,Topps,1971,437
Mike,McCormick,,Topps,1971,438
RS,-,,Topps,1971,439
Bert,Campaneris,,Topps,1971,440
Milt,Pappas,,Topps,1971,441
California,Angels,,Topps,1971,442
Rich,Robertson,,Topps,1971,443
Jimmie,Price,,Topps,1971,444
Art,Shamsky,,Topps,1971,445
Bobby,Bolin,,Topps,1971,446
Cesar,Geronimo,,Topps,1971,447
Dave,Roberts,,Topps,1971,448
Brant,Alyea,,Topps,1971,449
Bob,Gibson,,Topps,1971,450
Joe,Keough,,Topps,1971,451
John,Boccabella,,Topps,1971,452
Terry,Crowley,,Topps,1971,453
Mike,Paul,,Topps,1971,454
Don,Kessinger,,Topps,1971,455
Bob,Meyer,,Topps,1971,456
Willie,Smith,,Topps,1971,457
White,Sox,,Topps,1971,458
Jim,Lefebvre,,Topps,1971,459
Fritz,Peterson,,Topps,1971,460
Jim,Ray Hart,,Topps,1971,461
Washington,Senators,,Topps,1971,462
Tom,Kelley,,Topps,1971,463
Aurelio,Rodriguez,,Topps,1971,464
Tim,McCarver,,Topps,1971,465
Ken,Berry,,Topps,1971,466
Al,Santorini,,Topps,1971,467
Frank,Fernandez,,Topps,1971,468
Bob,Aspromonte,,Topps,1971,469
Bob,Oliver,,Topps,1971,470
Tom,Griffin,,Topps,1971,471
Ken,Rudolph,,Topps,1971,472
Gary,Wagner,,Topps,1971,473
Jim,Fairey,,Topps,1971,474
Ron,Perranoski,,Topps,1971,475
Dal,Maxvill,,Topps,1971,476
Earl,Weaver,,Topps,1971,477
Bernie,Carbo,,Topps,1971,478
Dennis,Higgins,,Topps,1971,479
Manny,Sanguillen,,Topps,1971,480
Daryl,Patterson,,Topps,1971,481
San,Diego Padres,,Topps,1971,482
Gene,Michael,,Topps,1971,483
Don,Wilson,,Topps,1971,484
Ken,McMullen,,Topps,1971,485
Steve,Huntz,,Topps,1971,486
Paul,Schaal,,Topps,1971,487
Jerry,Stephenson,,Topps,1971,488
Luis,Alvarado,,Topps,1971,489
Deron,Johnson,,Topps,1971,490
Jim,Hardin,,Topps,1971,491
Ken,Boswell,,Topps,1971,492
Dave,May,,Topps,1971,493
Braves,Rookies,,Topps,1971,494
Felipe,Alou,,Topps,1971,495
Woody,Woodward,,Topps,1971,496
Horacio,Pina,,Topps,1971,497
John,Kennedy,,Topps,1971,498
Checklist,5,,Topps,1971,499
Jim,Perry,,Topps,1971,500
Andy,Etchebarren,,Topps,1971,501
Chicago,Cubs,,Topps,1971,502
Gates,Brown,,Topps,1971,503
Ken,Wright,1971,Topps,1971,504
Ollie,Brown,,Topps,1971,505
Bobby,Knoop,,Topps,1971,506
George,Stone,,Topps,1971,507
Roger,Repoz,,Topps,1971,508
Jim,Grant,,Topps,1971,509
Ken,Harrelson,,Topps,1971,510
Chris,Short w/Rose,,Topps,1971,511
Red,Sox Rookies,,Topps,1971,512
Nolan,Ryan,,Topps,1971,513
Ron,Woods,,Topps,1971,514
Carl,Morton,,Topps,1971,515
Ted,Kubiak,,Topps,1971,516
Charlie,Fox,1971,Topps,1971,517
Joe,Grzenda,,Topps,1971,518
Willie,Crawford,,Topps,1971,519
Tommy,John,,Topps,1971,520
Leron,Lee,,Topps,1971,521
Minnesota,Twins,,Topps,1971,522
John,Odom,,Topps,1971,523
Mickey,Stanley,,Topps,1971,524
Ernie,Banks,,Topps,1971,525
Ray,Jarvis,,Topps,1971,526
Cleon,Jones,,Topps,1971,527
Wally,Bunker,,Topps,1971,528
RS,-,,Topps,1971,529
Carl,Yastrzemski,,Topps,1971,530
Mike,Torrez,,Topps,1971,531
Bill,Rigney,,Topps,1971,532
Mike,Ryan,,Topps,1971,533
Luke,Walker,,Topps,1971,534
Curt,Flood,,Topps,1971,535
Claude,Raymond,,Topps,1971,536
Tom,Egan,,Topps,1971,537
Angel,Bravo,,Topps,1971,538
Larry,Brown,,Topps,1971,539
Larry,Dierker,,Topps,1971,540
Bob,Burda,,Topps,1971,541
Bob,Miller,,Topps,1971,542
Vida,Blue,,Topps,1971,544
Dick,Dietz,,Topps,1971,545
John,Matias,,Topps,1971,546
Pat,Dobson,,Topps,1971,547
Don,Mason,,Topps,1971,548
Jim,Brewer,,Topps,1971,549
Harmon,Killebrew,,Topps,1971,550
Frank,Linzy,,Topps,1971,551
Buddy,Bradford,,Topps,1971,552
Kevin,Collins,,Topps,1971,553
Lowell,Palmer,,Topps,1971,554
Walt,Williams,,Topps,1971,555
Jim,McGlothlin,,Topps,1971,556
Tom,Satriano,,Topps,1971,557
Hector,Torres,,Topps,1971,558
AL,Rookie Pitchers,,Topps,1971,559
Rusty,Staub,,Topps,1971,560
Syd,O'Brien,,Topps,1971,561
Dave,Giusti,,Topps,1971,562
San,Francisco Giants,,Topps,1971,563
Al,Fitzmorris,,Topps,1971,564
Jim,Wynn,,Topps,1971,565
Tim,Cullen,,Topps,1971,566
Walt,Alston,,Topps,1971,567
Sal,Campisi,,Topps,1971,568
Ivan,Murrell,,Topps,1971,569
Jim,Palmer,,Topps,1971,570
Ted,Sizemore,,Topps,1971,571
Jerry,Kenney,,Topps,1971,572
Ed,Kranepool,,Topps,1971,573
Jim,Bunning,,Topps,1971,574
Bill,Freehan,,Topps,1971,575
Cubs,Rookies,,Topps,1971,576
Jim,Lonborg,,Topps,1971,577
Ron,Hunt,,Topps,1971,578
Marty,Pattin,,Topps,1971,579
Tony,Perez,,Topps,1971,580
Roger,Nelson,,Topps,1971,581
Dave,Cash,,Topps,1971,582
Ron,Cook,1971,Topps,1971,583
Cleveland,Indians,,Topps,1971,584
Willie,Davis,,Topps,1971,585
Dick,Woodson,,Topps,1971,586
Sonny,Jackson,,Topps,1971,587
Tom,Bradley,1971,Topps,1971,588
Bob,Barton,,Topps,1971,589
Alex,Johnson,,Topps,1971,590
Jackie,Brown,,Topps,1971,591
Randy,Hundley,,Topps,1971,592
Jack,Aker,,Topps,1971,593
RS,-Al,,Topps,1971,594
Dave,Johnson,,Topps,1971,595
Mike,Jorgensen,,Topps,1971,596
Ken,Suarez,,Topps,1971,597
Rick,Wise,,Topps,1971,598
Norm,Cash,,Topps,1971,599
Willie,Mays,,Topps,1971,600
Ken,Tatum,,Topps,1971,601
Marty,Martinez,,Topps,1971,602
Pittsburgh,Pirates,,Topps,1971,603
John,Gelnar,,Topps,1971,604
Orlando,Cepeda,,Topps,1971,605
Chuck,Taylor,,Topps,1971,606
Paul,Ratliff,,Topps,1971,607
Mike,Wegener,,Topps,1971,608
Leo,Durocher,,Topps,1971,609
Amos,Otis,,Topps,1971,610
Tom,Phoebus,,Topps,1971,611
Indians,Rookies,,Topps,1971,612
Pedro,Borbon,,Topps,1971,613
Billy,Cowan,,Topps,1971,614
Mel,Stottlemyre,,Topps,1971,615
Larry,Hisle,,Topps,1971,616
Clay,Dalrymple,,Topps,1971,617
Tug,McGraw,,Topps,1971,618
Checklist,6,,Topps,1971,619
Frank,Howard,,Topps,1971,620
Ron,Bryant,,Topps,1971,621
Joe,Lahoud,,Topps,1971,622
Pat,Jarvis,,Topps,1971,623
Oakland,Athletics,,Topps,1971,624
Lou,Brock,,Topps,1971,625
Freddie,Patek,,Topps,1971,626
Steve,Hamilton,,Topps,1971,627
